Snapshot,Index,Hotel Name,TTT,LOS,Grade,Num of Reviews,Curr Price,Original Price,Percentage of discount,Distance from center,Type of room,Location grade,Is refundable,Late payment,Breakfast included,Option Member
2024-05-26 23:24:36.900782,178,Motto By Hilton New York City Times Square,1,1,9.09.0 out of 10,718 reviews,The price is $139,,0,0,0,0,,,,
2024-05-26 23:24:36.909200,179,Motto by Hilton New York City Chelsea,1,1,9.09.0 out of 10,"1,007 reviews",The price is $161,,0,0,0,0,,,,
2024-05-26 23:25:03.581105,0,,,,,,,,,,,,,,,
2024-05-26 23:25:03.583196,1,Hyatt Grand Central New York,1,2,8.08.0 out of 10,"3,450 reviews",The price is $170,The price was $200,0,0,0,0,,,,
2024-05-26 23:25:03.593558,2,Hotel 32 32,1,2,8.08.0 out of 10,"1,611 reviews",The price is $170,The price was $226,0,0,0,0,,,,
2024-05-26 23:25:03.604048,3,Courtyard New York Manhattan/Times Square West,1,2,9.09.0 out of 10,"1,009 reviews",The price is $156,The price was $184,0,0,0,0,,,,
2024-05-26 23:25:03.614459,4,"PUBLIC, an Ian Schrager hotel",1,2,8.28.2 out of 10,"2,523 reviews",The price is $254,,0,0,0,0,,,,
2024-05-26 23:25:03.621783,5,Courtyard New York Manhattan/Times Square West,1,2,9.09.0 out of 10,"1,009 reviews",The price is $156,The price was $184,0,0,0,0,,,,
2024-05-26 23:25:03.629761,6,Hilton Garden Inn New York/Manhattan-Chelsea,1,2,8.48.4 out of 10,"1,660 reviews",The price is $169,The price was $199,0,0,0,0,,,,
2024-05-26 23:25:03.637740,7,Pod Times Square,1,2,8.88.8 out of 10,"4,220 reviews",The price is $149,The price was $257,0,0,0,0,,,,
2024-05-26 23:25:03.645719,8,Courtyard New York Manhattan/ Midtown East,1,2,8.88.8 out of 10,"1,931 reviews",The price is $206,The price was $229,0,0,0,0,,,,
2024-05-26 23:25:03.652700,9,Hilton Garden Inn Long Island City New York,1,2,8.68.6 out of 10,"1,006 reviews",The price is $157,The price was $174,0,0,0,0,,,,
2024-05-26 23:25:03.661676,10,Radio City Apartments,1,2,8.88.8 out of 10,"3,513 reviews",The price is $126,The price was $140,0,0,0,0,,,,
2024-05-26 23:25:03.669403,11,Empire Hotel,1,2,,"3,420 reviews",The price is $130,The price was $144,0,0,0,0,,,,
2024-05-26 23:25:03.678811,12,Truss Hotel Times Square ,1,2,8.28.2 out of 10,"1,448 reviews",The price is $165,The price was $194,0,0,0,0,,,,
2024-05-26 23:25:03.688864,13,Aloft Harlem,1,2,8.48.4 out of 10,"1,000 reviews",The price is $189,,0,0,0,0,,,,
2024-05-26 23:25:03.698277,14,Hyatt Grand Central New York,1,2,8.08.0 out of 10,"3,450 reviews",The price is $170,The price was $200,0,0,0,0,,,,
2024-05-26 23:25:03.708726,15,Hilton Garden Inn New York/Times Square Central,1,2,8.28.2 out of 10,"1,822 reviews",The price is $143,The price was $164,0,0,0,0,,,,
2024-05-26 23:25:03.718147,16,"Club Quarters Hotel, Grand Central",1,2,8.68.6 out of 10,"1,928 reviews",The price is $167,,0,0,0,0,,,,
2024-05-26 23:25:03.728422,17,Hilton Garden Inn New York Times Square South,1,2,9.09.0 out of 10,"2,979 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:25:03.735729,18,Hyatt Place New York City/Times Square,1,2,8.08.0 out of 10,"1,452 reviews",The price is $164,,0,0,0,0,,,,
2024-05-26 23:25:03.743041,19,Doubletree by Hilton New York Times Square South,1,2,8.88.8 out of 10,"3,547 reviews",The price is $194,,0,0,0,0,,,,
2024-05-26 23:25:03.750376,20,DoubleTree by Hilton New York Downtown,1,2,,"1,620 reviews",The price is $152,The price was $169,0,0,0,0,,,,
2024-05-26 23:25:03.758735,21,Four Points By Sheraton Manhattan Midtown West,1,2,8.88.8 out of 10,"1,006 reviews",The price is $191,The price was $213,0,0,0,0,,,,
2024-05-26 23:25:03.766610,22,The New Yorker A Wyndham Hotel,1,2,8.28.2 out of 10,"4,456 reviews",The price is $143,The price was $159,0,0,0,0,,,,
2024-05-26 23:25:03.781932,23,"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",1,2,,"1,017 reviews",The price is $152,The price was $169,0,0,0,0,,,,
2024-05-26 23:25:03.794920,24,Four Points By Sheraton New York Downtown,1,2,8.08.0 out of 10,"1,539 reviews",The price is $134,,0,0,0,0,,,,
2024-05-26 23:25:03.803016,25,City Club Hotel,1,2,,"1,340 reviews",The price is $119,The price was $149,0,0,0,0,,,,
2024-05-26 23:25:03.812094,26,Moxy NYC Downtown,1,2,8.68.6 out of 10,"1,004 reviews",The price is $156,The price was $184,0,0,0,0,,,,
2024-05-26 23:25:03.824212,27,"Club Quarters, Times Square - Midtown",1,2,8.68.6 out of 10,"2,600 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:25:03.831290,28,TRYP by Wyndham New York City Times Square / Midtown,1,2,,"1,607 reviews",The price is $144,The price was $169,0,0,0,0,,,,
2024-05-26 23:25:03.842653,29,Hilton Garden Inn New York/West 35th Street,1,2,9.09.0 out of 10,"1,968 reviews",The price is $209,,0,0,0,0,,,,
2024-05-26 23:25:03.851632,30,"Marriott Vacation Club®, New York City",1,2,8.88.8 out of 10,"1,007 reviews",The price is $259,,0,0,0,0,,,,
2024-05-26 23:25:03.858671,31,The Muse New York,1,2,9.29.2 out of 10,"1,067 reviews",The price is $224,The price was $249,0,0,0,0,,,,
2024-05-26 23:25:03.867214,32,Hotel Stanford,1,2,8.48.4 out of 10,24 reviews,The price is $198,The price was $209,0,0,0,0,,,,
2024-05-26 23:25:03.875271,33,"voco Times Square South New York, an IHG Hotel",1,2,8.68.6 out of 10,"1,001 reviews",The price is $156,The price was $184,0,0,0,0,,,,
2024-05-26 23:25:03.887645,34,DoubleTree by Hilton New York Times Square West,1,2,,"1,436 reviews",The price is $148,The price was $164,0,0,0,0,,,,
2024-05-26 23:25:03.895747,35,Paramount Times Square,1,2,,"2,364 reviews",The price is $143,The price was $159,0,0,0,0,,,,
2024-05-26 23:25:03.905018,36,Home2 Suites By Hilton New York Times Square,1,2,8.48.4 out of 10,562 reviews,The price is $188,The price was $209,0,0,0,0,,,,
2024-05-26 23:25:03.914159,37,Courtyard by Marriott New York World Trade Center Area,1,2,8.88.8 out of 10,511 reviews,The price is $164,,0,0,0,0,,,,
2024-05-26 23:25:03.923190,38,Hilton Garden Inn New York/Tribeca,1,2,8.48.4 out of 10,"1,006 reviews",The price is $167,,0,0,0,0,,,,
2024-05-26 23:25:03.933231,39,The Westin New York at Times Square,1,2,8.88.8 out of 10,"4,180 reviews",The price is $183,,0,0,0,0,,,,
2024-05-26 23:25:03.945705,40,World Center Hotel,1,2,8.68.6 out of 10,"1,997 reviews",The price is $188,The price was $209,0,0,0,0,,,,
2024-05-26 23:25:03.958121,41,Hilton Garden Inn New York/Midtown Park Ave,1,2,8.48.4 out of 10,"1,006 reviews",The price is $155,,0,0,0,0,,,,
2024-05-26 23:25:03.970137,42,AC Hotel by Marriott New York Downtown,1,2,9.09.0 out of 10,"1,007 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:25:03.982534,43,Hotel Beacon,1,2,9.29.2 out of 10,"1,016 reviews",The price is $191,The price was $302,0,0,0,0,,,,
2024-05-26 23:25:03.994584,44,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,1,2,8.88.8 out of 10,"1,504 reviews",The price is $146,The price was $154,0,0,0,0,,,,
2024-05-26 23:25:04.006663,45,Hilton New York Times Square,1,2,8.28.2 out of 10,"1,333 reviews",The price is $156,,0,0,0,0,,,,
2024-05-26 23:25:04.019300,46,Heritage Hotel,1,2,8.08.0 out of 10,"1,200 reviews",The price is $160,The price was $178,0,0,0,0,,,,
2024-05-26 23:25:04.047589,47,Hotel Boutique at Grand Central,1,2,8.68.6 out of 10,"1,062 reviews",The price is $167,,0,0,0,0,,,,
2024-05-26 23:25:04.072913,48,Chelsea Inn,1,2,,"1,008 reviews",The price is $123,The price was $140,0,0,0,0,,,,
2024-05-26 23:25:04.087333,49,"Martinique New York on Broadway, Curio Collection by Hilton",1,2,8.88.8 out of 10,"1,081 reviews",The price is $244,,0,0,0,0,,,,
2024-05-26 23:25:04.099520,50,Courtyard New York Manhattan/ Midtown East,1,2,8.88.8 out of 10,"1,931 reviews",The price is $206,The price was $229,0,0,0,0,,,,
2024-05-26 23:25:04.116860,51,Hampton Inn New York Times Square,1,2,8.28.2 out of 10,959 reviews,The price is $184,The price was $204,0,0,0,0,,,,
2024-05-26 23:25:04.134055,52,Best Western Premier Empire State Hotel,1,2,9.09.0 out of 10,636 reviews,The price is $182,,0,0,0,0,,,,
2024-05-26 23:25:04.148430,53,Aliz Hotel Times Square,1,2,8.08.0 out of 10,"1,007 reviews",The price is $162,The price was $209,0,0,0,0,,,,
2024-05-26 23:25:04.160951,54,Studios in New York,1,2,,117 reviews,The price is $95,The price was $112,0,0,0,0,,,,
2024-05-26 23:25:04.177018,55,The Gregorian,1,2,9.29.2 out of 10,"1,119 reviews",The price is $164,,0,0,0,0,,,,
2024-05-26 23:25:04.188087,56,"Hotel Indigo Lower East Side New York, an IHG Hotel",1,2,8.08.0 out of 10,"1,002 reviews",The price is $157,The price was $174,0,0,0,0,,,,
2024-05-26 23:25:04.204416,57,Hard Rock Hotel New York,1,2,9.49.4 out of 10,"2,410 reviews",The price is $280,The price was $329,0,0,0,0,,,,
2024-05-26 23:25:04.219520,58,Arthouse Hotel New York City,1,2,8.68.6 out of 10,"1,307 reviews",The price is $166,The price was $189,0,0,0,0,,,,
2024-05-26 23:25:04.237249,59,The Prince Kitano New York,1,2,9.29.2 out of 10,"1,434 reviews",The price is $288,The price was $339,0,0,0,0,,,,
2024-05-26 23:25:04.250716,60,Millennium Hilton New York One UN Plaza,1,2,8.08.0 out of 10,"1,336 reviews",The price is $178,,0,0,0,0,,,,
2024-05-26 23:25:04.259788,61,The Belvedere Hotel,1,2,8.68.6 out of 10,"3,415 reviews",The price is $144,,0,0,0,0,,,,
2024-05-26 23:25:04.278517,62,Courtyard by Marriott New York Manhattan/Times Square,1,2,8.68.6 out of 10,"1,010 reviews",The price is $184,The price was $204,0,0,0,0,,,,
2024-05-26 23:25:04.291694,63,Comfort Inn Manhattan - Midtown West,1,2,,"1,134 reviews",The price is $131,The price was $146,0,0,0,0,,,,
2024-05-26 23:25:04.307182,64,Ameritania Hotel at Times Square,1,2,8.68.6 out of 10,"2,954 reviews",The price is $177,,0,0,0,0,,,,
2024-05-26 23:25:04.319593,65,Hilton Garden Inn New York/Manhattan-Midtown East,1,2,8.08.0 out of 10,"1,237 reviews",The price is $174,,0,0,0,0,,,,
2024-05-26 23:25:04.329910,66,Hampton Inn Manhattan-Chelsea,1,2,8.08.0 out of 10,"1,009 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:25:04.339681,67,Four Points by Sheraton Manhattan SoHo Village,1,2,8.28.2 out of 10,"1,002 reviews",The price is $154,,0,0,0,0,,,,
2024-05-26 23:25:04.347939,68,Fairfield Inn by Marriott New York Manhattan/Times Square,1,2,8.68.6 out of 10,"1,127 reviews",The price is $197,,0,0,0,0,,,,
2024-05-26 23:25:04.357053,69,Element New York Times Square West,1,2,8.28.2 out of 10,"1,751 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:25:04.365403,70,Sheraton Tribeca New York Hotel,1,2,8.48.4 out of 10,"1,005 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:25:04.373685,71,"InterContinental New York Times Square, an IHG Hotel",1,2,8.48.4 out of 10,"1,110 reviews",The price is $239,,0,0,0,0,,,,
2024-05-26 23:25:04.380902,72,"Staypineapple, An Artful Hotel, Midtown",1,2,9.29.2 out of 10,"1,006 reviews",The price is $134,The price was $179,0,0,0,0,,,,
2024-05-26 23:25:04.390047,73,Moxy NYC Times Square,1,2,8.68.6 out of 10,"1,940 reviews",The price is $175,,0,0,0,0,,,,
2024-05-26 23:25:04.397190,74,"The Jewel Hotel, New York",1,2,9.29.2 out of 10,"2,030 reviews",The price is $225,,0,0,0,0,,,,
2024-05-26 23:25:04.404276,75,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",1,2,9.09.0 out of 10,842 reviews,The price is $136,The price was $154,0,0,0,0,,,,
2024-05-26 23:25:04.412254,76,Hilton Garden Inn New York Times Square North,1,2,8.68.6 out of 10,"1,990 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:25:04.420232,77,citizenM New York Times Square,1,2,9.29.2 out of 10,"1,082 reviews",The price is $234,,0,0,0,0,,,,
2024-05-26 23:25:04.427379,78,JG Sohotel,1,2,8.68.6 out of 10,214 reviews,The price is $123,The price was $136,0,0,0,0,,,,
2024-05-26 23:25:04.434412,79,"Club Quarters Hotel, World Trade Center",1,2,8.68.6 out of 10,"1,410 reviews",The price is $188,,0,0,0,0,,,,
2024-05-26 23:25:04.442576,80,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",1,2,,"1,002 reviews",The price is $154,,0,0,0,0,,,,
2024-05-26 23:25:04.450719,81,"Crowne Plaza Times Square Manhattan, an IHG Hotel",1,2,8.28.2 out of 10,"1,942 reviews",The price is $204,,0,0,0,0,,,,
2024-05-26 23:25:04.458629,82,Courtyard by Marriott New York Downtown Manhattan/Financial District,1,2,,806 reviews,The price is $144,,0,0,0,0,,,,
2024-05-26 23:25:04.466708,83,Pestana CR7 Times Square,1,2,8.68.6 out of 10,634 reviews,The price is $127,The price was $211,0,0,0,0,,,,
2024-05-26 23:25:04.474891,84,Hotel Edison Times Square,1,2,8.08.0 out of 10,"4,196 reviews",The price is $182,The price was $227,0,0,0,0,,,,
2024-05-26 23:25:04.482175,85,45 Times Square Hotel,1,2,8.68.6 out of 10,"1,194 reviews",The price is $162,The price was $180,0,0,0,0,,,,
2024-05-26 23:25:04.490287,86,The Standard East Village,1,2,9.09.0 out of 10,"1,009 reviews",The price is $206,The price was $229,0,0,0,0,,,,
2024-05-26 23:25:04.498419,87,The Lucerne Hotel,1,2,9.49.4 out of 10,"1,525 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:25:04.505588,88,Hyatt Place New York/Chelsea,1,2,8.48.4 out of 10,"1,190 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:25:04.512897,89,AC Hotel by Marriott New York Downtown,1,2,9.09.0 out of 10,"1,007 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:25:04.520060,90,Best Western Queens Gold Coast,1,2,8.08.0 out of 10,"1,000 reviews",The price is $202,,0,0,0,0,,,,
2024-05-26 23:25:04.529105,91,"EVEN Hotel New York - Midtown East, an IHG Hotel",1,2,8.88.8 out of 10,"1,165 reviews",The price is $170,The price was $189,0,0,0,0,,,,
2024-05-26 23:25:04.539942,92,Embassy Suites by Hilton New York Manhattan Times Square,1,2,8.28.2 out of 10,"1,671 reviews",The price is $178,The price was $209,0,0,0,0,,,,
2024-05-26 23:25:04.552213,93,Hyatt Herald Square New York,1,2,8.48.4 out of 10,"1,007 reviews",The price is $167,The price was $209,0,0,0,0,,,,
2024-05-26 23:25:04.561405,94,Madison LES Hotel,1,2,8.08.0 out of 10,689 reviews,The price is $154,,0,0,0,0,,,,
2024-05-26 23:25:04.573944,95,Aloft New York Chelsea,1,2,9.29.2 out of 10,94 reviews,The price is $174,,0,0,0,0,,,,
2024-05-26 23:25:04.585400,96,Virgin Hotels New York City,1,2,8.88.8 out of 10,"1,289 reviews",The price is $250,,0,0,0,0,,,,
2024-05-26 23:25:04.594862,97,Arlo Midtown,1,2,9.29.2 out of 10,"5,252 reviews",The price is $219,,0,0,0,0,,,,
2024-05-26 23:25:04.603505,98,The FIDI Hotel,1,2,8.88.8 out of 10,332 reviews,The price is $121,The price was $134,0,0,0,0,,,,
2024-05-26 23:25:04.611866,99,The Standard High Line,1,2,8.68.6 out of 10,"1,008 reviews",The price is $274,,0,0,0,0,,,,
2024-05-26 23:25:04.620132,100,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",1,2,9.29.2 out of 10,"1,724 reviews",The price is $212,,0,0,0,0,,,,
2024-05-26 23:25:04.627315,101,citizenM New York Bowery,1,2,9.29.2 out of 10,"1,121 reviews",The price is $219,,0,0,0,0,,,,
2024-05-26 23:25:04.634297,102,Hotel Belleclaire,1,2,9.09.0 out of 10,"1,593 reviews",The price is $202,,0,0,0,0,,,,
2024-05-26 23:25:04.641831,103,CIVILIAN Hotel,1,2,9.29.2 out of 10,"1,431 reviews",The price is $214,,0,0,0,0,,,,
2024-05-26 23:25:04.649810,104,"Even Hotel New York - Times Square South, an IHG Hotel",1,2,9.29.2 out of 10,"1,012 reviews",The price is $174,,0,0,0,0,,,,
2024-05-26 23:25:04.657788,105,"Dream Downtown, by Hyatt",1,2,,"1,030 reviews",The price is $155,The price was $183,0,0,0,0,,,,
2024-05-26 23:25:04.667763,106,Hyatt Centric Times Square New York,1,2,9.29.2 out of 10,"1,476 reviews",The price is $235,,0,0,0,0,,,,
2024-05-26 23:25:04.675064,107,Broadway Plaza Hotel,1,2,9.29.2 out of 10,"1,551 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:25:04.683792,108,Executive Hotel Le Soleil New York,1,2,9.09.0 out of 10,"2,295 reviews",The price is $197,The price was $219,0,0,0,0,,,,
2024-05-26 23:25:04.691771,109,La Quinta Inn & Suites by Wyndham Times Square South,1,2,8.88.8 out of 10,995 reviews,The price is $148,The price was $174,0,0,0,0,,,,
2024-05-26 23:25:04.701744,110,Pod 39,1,2,8.68.6 out of 10,"1,465 reviews",The price is $154,The price was $265,0,0,0,0,,,,
2024-05-26 23:25:04.710110,111,Wingate by Wyndham New York Midtown South/5th Ave,1,2,8.68.6 out of 10,"1,002 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:25:04.718425,112,The Westin New York Grand Central,1,2,8.88.8 out of 10,"2,432 reviews",The price is $330,The price was $674,0,0,0,0,,,,
2024-05-26 23:25:04.726760,113,Margaritaville Resort Times Square,1,2,9.29.2 out of 10,"3,473 reviews",The price is $194,,0,0,0,0,,,,
2024-05-26 23:25:04.734843,114,Millennium Hotel Broadway Times Square,1,2,,"6,150 reviews",The price is $202,The price was $224,0,0,0,0,,,,
2024-05-26 23:25:04.742987,115,Artezen Hotel,1,2,9.69.6 out of 10,"1,402 reviews",The price is $193,The price was $214,0,0,0,0,,,,
2024-05-26 23:25:04.751207,116,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",1,2,,"1,004 reviews",The price is $144,The price was $169,0,0,0,0,,,,
2024-05-26 23:25:04.760048,117,Pod 51,1,2,8.08.0 out of 10,"1,342 reviews",The price is $134,,0,0,0,0,,,,
2024-05-26 23:25:04.769175,118,INNSiDE by Meliá New York Nomad,1,2,9.09.0 out of 10,"1,973 reviews",The price is $188,,0,0,0,0,,,,
2024-05-26 23:25:04.779301,119,SpringHill Suites by Marriott New York Manhattan Times Square,1,2,1010 out of 10,1 review,The price is $219,,0,0,0,0,,,,
2024-05-26 23:25:04.789630,120,Hyatt Place New York Midtown South,1,2,8.88.8 out of 10,"1,139 reviews",The price is $251,The price was $279,0,0,0,0,,,,
2024-05-26 23:25:04.804015,121,Fairfield Inn & Suites New York Manhattan/Times Square South,1,2,8.68.6 out of 10,"1,161 reviews",The price is $194,,0,0,0,0,,,,
2024-05-26 23:25:04.813415,122,Westgate New York Grand Central,1,2,9.09.0 out of 10,"1,589 reviews",The price is $183,The price was $215,0,0,0,0,,,,
2024-05-26 23:25:04.826913,123,SpringHill Suites by Marriott New York Manhattan/Times Square South,1,2,8.48.4 out of 10,"1,417 reviews",The price is $184,,0,0,0,0,,,,
2024-05-26 23:25:04.839752,124,Sheraton New York Times Square Hotel,1,2,,"2,203 reviews",The price is $234,,0,0,0,0,,,,
2024-05-26 23:25:04.851802,125,Mondrian Park Avenue,1,2,,"1,003 reviews",The price is $182,The price was $260,0,0,0,0,,,,
2024-05-26 23:25:04.865287,126,Courtyard by Marriott New York Manhattan/Midtown West,1,2,9.09.0 out of 10,988 reviews,The price is $262,,0,0,0,0,,,,
2024-05-26 23:25:04.873407,127,"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",1,2,8.28.2 out of 10,"1,015 reviews",The price is $188,The price was $209,0,0,0,0,,,,
2024-05-26 23:25:04.881555,128,Renaissance New York Midtown Hotel,1,2,9.29.2 out of 10,"1,005 reviews",The price is $269,,0,0,0,0,,,,
2024-05-26 23:25:04.891932,129,"Holiday Inn Express - New York City Chelsea, an IHG Hotel",1,2,8.08.0 out of 10,"1,020 reviews",The price is $172,,0,0,0,0,,,,
2024-05-26 23:25:04.900968,130,"The Time New York, part of JdV by Hyatt",1,2,8.08.0 out of 10,"1,003 reviews",The price is $149,The price was $165,0,0,0,0,,,,
2024-05-26 23:25:04.909946,131,Hilton Garden Inn New York/Central Park South-Midtown West,1,2,,"1,475 reviews",The price is $216,The price was $254,0,0,0,0,,,,
2024-05-26 23:25:04.919249,132,The Pearl New York,1,2,9.49.4 out of 10,"1,338 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:25:04.927073,133,The Shelburne Sonesta New York,1,2,8.48.4 out of 10,"1,388 reviews",The price is $161,The price was $199,0,0,0,0,,,,
2024-05-26 23:25:04.945085,134,The Renwick,1,2,8.88.8 out of 10,"1,015 reviews",The price is $194,,0,0,0,0,,,,
2024-05-26 23:25:04.969604,135,Courtyard by Marriott New York Manhattan / Central Park,1,2,8.68.6 out of 10,"1,005 reviews",The price is $215,The price was $239,0,0,0,0,,,,
2024-05-26 23:25:04.995525,136,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,1,2,8.88.8 out of 10,"1,410 reviews",The price is $190,,0,0,0,0,,,,
2024-05-26 23:25:05.019900,137,RIU Plaza Manhattan Times Square,1,2,9.09.0 out of 10,"3,100 reviews",The price is $242,The price was $372,0,0,0,0,,,,
2024-05-26 23:25:05.041552,138,Tempo by Hilton New York Times Square,1,2,9.49.4 out of 10,"2,303 reviews",The price is $285,,0,0,0,0,,,,
2024-05-26 23:25:05.060694,139,The Solita Soho Hotel,1,2,,"1,006 reviews",The price is $114,,0,0,0,0,,,,
2024-05-26 23:25:05.080334,140,Residence Inn Marriott New York Downtown Manhattan/WTC Area,1,2,9.09.0 out of 10,"1,003 reviews",The price is $194,The price was $215,0,0,0,0,,,,
2024-05-26 23:25:05.094797,141,"Hotel Indigo NYC Financial District, an IHG Hotel",1,2,9.09.0 out of 10,345 reviews,The price is $154,,0,0,0,0,,,,
2024-05-26 23:25:05.102946,142,SpringHill Suites by Marriott New York Manhattan/Chelsea,1,2,8.88.8 out of 10,473 reviews,The price is $189,,0,0,0,0,,,,
